,STATION CODE,LOCATIONS,STATE,Temp,DO,PH,Conductivity,BOD,NI,Fec_col,Tot_col,WQI,WQI clf
133,2803.0,"PANVEL CREEK AT KOPRA BRIDGE, KOPRA, PANVEL, RAIGAD",MAHARASHTRA,29.18,4.87,6.9,19209.8,9.7,1.4,157.73,321.36,138.8739157362319,0
134,2804.0,KARAMBAVANE CREEK AT CHIPLUN.,MAHARASHTRA,23.25,6.55,7.32,3484.4,2.75,1.55,4.0,122.5,69.67708466666667,1
135,2814.0,"SEA WATER AT BHAGWATI BUNDER, RATNAGIRI NEAR ULTRA TECH CEMENT JETTY AT MIRKARWADA.",MAHARASHTRA,28.09,5.97,8.03,24728.2,3.95,2.9,4.0,124.55,100.23707601449273,0
136,2815.0,MADVI SEA  WATER  AT RATNAGIRI NEAR JODHALE MARUTI TEMPLE AT MADVIGAON.,MAHARASHTRA,27.42,5.85,8.06,26033.0,4.2,3.02,4.42,132.5,103.85938736231887,0
137,2354.0,"SAMARLA KOTA CANAL, KAKINADA,EAST GODAVARI",ANDHRA PRADESH,24.55,5.85,7.37,338.18,1.13,0.52,3.0,716.91,58.87634182898552,1
138,2355.0,"TULJE BAGH CANAL, TEKRI DRAIN,KAKINADA,EAST GODAVARI,",ANDHRA PRADESH,26.0,5.98,7.37,4849.55,1.31,1.77,3.09,793.82,60.992366052173914,1
139,3051.0,"BUDAMERU CANAL NR BDG AT NH-5, KEESARAPALLY,  KRISHNA",ANDHRA PRADESH,23.38,3.38,7.04,953.88,1.96,0.75,4.0,1437.5,72.71878012173912,1
140,2265.0,"CANAL UP STREAM OF CUNCOLIM INDL.EST. CUNCOLIM,SALCETE (1 KM FROM M/S NICOMENT INDUSTRIES)",GOA,30.5,7.65,5.68,55.3,1.31,0.08,7.0,150.0,22.32507614492753,3
141,2266.0,"CANAL DOWNSTREAM OF CUNCOLIM INDL.EST. CUNCOLIM,SALCETE (NEAR RAILWAY BRIDGE)",GOA,31.5,7.82,5.93,101.8,1.4,0.07,120.0,120.0,29.143744985507244,2
142,2268.0,CUMBARJUA CANAL CORLIM(DISCHARGE POINT OF SYNGENTA LIMITED),GOA,30.0,4.96,6.5,176.53,2.25,0.14,1247.33,3501.67,86.00428627536232,0
143,2073.0,"NARMADA MAIN CANAL, NR. VILLAGE. LIMBADIA, DIST. GANDHINAGAR.",GUJARAT,27.25,7.91,8.21,252.0,2.0,0.39,8.0,24.5,71.17458739130437,1
144,2074.0,"TAPI CANAL AT VILLAGE UMARWADA, NEAR GIDC ESTATE OF PANOLI.",GUJARAT,29.42,7.28,8.08,482.58,2.09,0.54,49.08,321.92,73.78574321739129,1
145,1479.0,WESTERN YAMUNA CANAL AT HAIDERPUR WATER WORKS,DELHI,26.0,6.6,7.7,445.5,2.4,0.79,21500.0,32500.0,554.3681398550725,0
146,1111.0,W.YAM. CANAL C-3 DELHI BRANCH AT R.D.245250,HARYANA,26.67,7.36,7.56,217.33,1.57,0.1,120.0,554.17,61.28259898550724,1
147,1112.0,"W.YAM. CANAL C-4 BEFORE ENTER INTO DELHI BRANCH,R.D.282628",HARYANA,25.67,7.31,7.76,263.33,1.32,0.14,120.0,554.17,62.79663579710145,1
148,1115.0,W.YAM. CANAL C-7 DELHI PARALLEL BRANCH AT KHUBRU FALL RD-145250,HARYANA,26.33,6.98,7.73,217.33,2.02,0.27,120.0,554.17,70.06391608695654,1
149,1116.0,W.YAM. CANAL WC-4 DELHI PARALLEL BRANCH AT PANIPAT,HARYANA,22.0,7.2,7.85,267.5,2.44,0.14,16500.0,196500.0,479.90947144927543,0
150,3034.0,W.YAMUNA CANAL-KHUBRU OUTFALL,HARYANA/CPCB,26.0,6.6,8.15,259.0,1.0,0.79,3300.0,5800.0,141.65230985507247,0
151,1419.0,"GURGAON CANAL, GC-1,(NEAR BADARPUR BORDER)",HARYANA,26.5,1.3,7.95,1115.0,31.5,1.2,120.0,554.17,362.4649826173913,0
152,3461.0,"KANOLI CANAL AT ERANJIKKAL, KAZHEKODE",KERALA,26.56,4.56,7.32,16064.0,1.91,0.55,2911.11,4377.78,139.65650636811597,0
153,3467.0,"UNTHITHODU AT ELOOR, ERNAKULAM",KERALA,28.09,0.97,6.93,1614.78,14.59,4.13,710.0,2577.78,210.57254204057972,0
154,3469.0,"PALAKKATTUTHAZHA-MTHODU AT PERUMBAVOOR, ERNAKULAM",KERALA,27.2,4.73,6.83,68.44,1.76,0.67,756.67,1661.11,77.28776394202899,0
155,2836.0,"MORAMBAMARINE, DISTT. THOUBAL",MANIPUR,29.0,6.57,7.04,149.3,1.59,0.79,120.0,32.0,56.17862194202899,1
156,2428.0,JOBRA( ORIGIN OF TALAGANDA CNAL),ORISSA,27.8,7.94,7.92,173.0,1.78,0.55,40160.0,48200.0,962.0063446376812,0
157,2429.0,"NAUBAZAR, CUTTACK CITY",ORISSA,28.6,6.44,7.94,182.8,2.08,0.89,71400.0,119200.0,1678.2887783188405,0
158,2430.0,"ATHARABANKI(WATER INTAKE POINT OF PPL, IFFCO & PPT)",ORISSA,29.2,7.71,7.83,572.07,3.62,0.82,19640.0,37840.0,522.1842400376812,0
159,2932.0,"NARMADA MAIN CANAL (BEFORE ENTERING IN RAJASTHAN STATE), TEHSIL SANCHORE, JALORE",RAJASTHAN,22.21,6.91,8.08,377.5,1.19,0.4,3.92,10.17,66.49391968985506,1
160,2933.0,"GANG CANAL AT KHAKKA HEAR NEAR HINDUMAL KOT, GANGANAGAR",RAJASTHAN,24.66,5.84,7.27,333.33,1.3,0.57,4.17,13.5,58.56879699130433,1
161,2934.0,MASITAWALA HEAD HANUMANGARH,RAJASTHAN,28.47,5.92,7.08,324.17,1.33,0.53,3.58,11.75,55.13127489275362,1
162,1729.0,"NEAR PRAGATI VIDYABHAWAN, AGARTALA",TRIPURA,28.5,1.33,8.84,384.67,33.51,6.49,640.0,826.67,407.5332272637681,0
