STATION CODE,LOCATIONS,STATE,Temp,PH,Conductivity,BOD,NI,Fec_col,Tot_col,DO
2842.0,LANGMEIDONG PUKHURI AT THOUBAL,MANIPUR,30.2,7.58,167.6,2.15,,,20.0,7.78
2843.0,"POND AT LALAMBUNG, IMPHAL WEST",MANIPUR,29.2,7.58,415.48,5.14,,,38.0,8.14
2844.0,LILONG PUKHURI AT IMPHAL WEST,MANIPUR,29.4,7.68,342.2,8.45,,,63.0,8.49
2845.0,"POND AT NGAIRANGBAM, IMPHAL WEST",MANIPUR,29.6,7.62,103.1,2.11,,,19.0,9.24
2846.0,"POND AT MOIDANGPOK, IMPHAL WEST",MANIPUR,29.6,7.7,99.14,2.17,,,26.0,9.44
2847.0,"POND AT MAIBAM LOKPACHING, IMPHAL WEST",MANIPUR,28.8,7.44,119.12,1.56,,,28.0,8.53
2848.0,"POND AT KAKWA BAZAR, IMPHAL WEST",MANIPUR,28.4,7.3,436.0,9.56,,,76.0,5.77
2849.0,"CHANAM PUKHURI, IMPHAL WEST",MANIPUR,28.2,7.54,443.84,8.88,,,31.0,7.07
2850.0,"NINGTHEM PUKHURI, IMPHAL EAST",MANIPUR,28.8,7.42,279.6,6.3,,,42.0,8.78
2851.0,"POND AT KONGBA BAZAR, IMPHAL EAST",MANIPUR,30.0,7.56,423.82,16.19,,,47.0,6.06
1347.0,UMIAM LAKE AT BARAPANI,MEGHALAYA,22.25,7.13,142.5,7.84,4.75,2550.0,3816.67,6.87
3346.0,UMIAM LAKE AT OUTFALL OF UMIAM RIVER,MEGHALAYA,21.13,7.13,170.83,8.94,6.33,3200.0,4441.67,5.68
3347.0,UMIAM LAKE MIDDLE POINT,MEGHALAYA,21.58,7.17,100.83,7.44,3.25,2083.33,3458.33,6.98
3348.0,UMIAM LAKE NEAR UNITED CHRISTIAN COLLEGE,MEGHALAYA,21.88,7.29,90.75,7.17,2.95,1816.67,2858.33,7.13
1348.0,"WARD LAKE AT SHILONG EAST,KHASI HILL DT.",MEGHALAYA,19.25,7.19,171.67,7.11,5.59,2375.0,3633.33,7.53
1459.0,THADLASKEIN LAKE,MEGHALAYA,20.75,7.05,43.92,1.91,1.42,28.5,56.92,7.17
3349.0,TASEK LAKE AT SONGSAK,MEGHALAYA,25.42,7.41,54.75,1.42,3.01,8.98,25.75,7.65
1727.0,LAXMI NARAYAN BARI PALACE COMPOUND,TRIPURA,27.7,7.75,238.6,3.16,0.92,372.0,476.0,6.57
1728.0,"RUDRASAGAR, SONUMURA",TRIPURA,27.5,7.9,243.6,3.32,0.71,492.0,580.0,6.49
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2724.0,"SUSWA RIVER AT MOTHRAWALA, DEHRADUN",UTTARANCHAL,24.27,7.5,709.88,27.64,,,1590.91,2.75
2728.0,GOLA RIVER AT HALDWANI,UTTARANCHAL,14.75,7.56,233.33,1.65,,,,7.75
2734.0,BHALLA RIVER U/S KASHIPUR,UTTARAKHAND,21.33,7.27,589.33,53.33,,,,1.3
2735.0,BHALLA RIVER AT LOHIA BRIDGE D/S KASHIPUR,UTTARAKHAND,21.33,7.27,795.33,48.17,,,,0.93
2732.0,DHELA RIVER U/S AT KASHIPUR MORADABAD ROAD BRIDGE,UTTARAKHAND,21.67,7.03,403.33,52.2,,,,1.0
2733.0,DHELA RIVER D/S AT THAKURDWARA ALIGANJ ROAD,UTTARAKHAND,21.67,6.97,383.33,60.67,,,,0.67
2731.0,KOSI RIVER AT KASHIPUR BAJPUR ROAD BRIDGE,UTTARAKHAND,21.0,7.43,345.0,2.33,,,,7.03
1064.0,"RAMGANGA AT KANNAUJ (BEFORE CONF.),U.P",UTTAR PRADESH,24.75,8.07,175.05,5.66,1.42,4700.0,21436.4,7.73
2497.0,"KALI EAST AT KHARKHODA-PARIKSHIT GARH ROAD, VILL. KOL, MEERUT",UTTAR PRADESH,22.83,7.57,1724.33,82.17,9.03,258750.0,354583.0,
1480.0,KALINADI AT U/S OF GULAOTHI TOWN IN BULANDSAHAR,UTTAR PRADESH,,,,,,110000.0,1170000.0,
1065.0,KALINADI AT KANNAUJ (B/C),UTTAR PRADESH,24.79,7.91,172.25,6.38,2.31,5536.36,26800.0,7.19
2482.0,"VARUNA AT RAMESHWAR, VARANASI",UTTAR PRADESH,25.6,8.28,253.67,3.45,,10816.7,27300.0,7.53
2483.0,VARUNA B/C WITH RIVER GANGA AT VARANASI,UTTAR PRADESH,25.47,8.52,360.92,14.93,0.05,85666.7,315667.0,4.8
1361.0,SAI AT UNNAO AFTER DRAIN OUTFALL,UTTAR PRADESH,24.75,7.99,450.28,2.82,2.2,7134.17,3580.83,7.91
2484.0,"SAI AT JALALPUR, JAUNPUR",UTTAR PRADESH,24.38,8.19,244.67,3.41,,13250.0,20416.7,7.68
1350.0,GOMTI AT SITAPUR U/S AT WATER INTAKE,UTTAR PRADESH,26.2,7.89,391.94,2.56,1.66,971.67,1991.67,7.88
1351.0,GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,UTTAR PRADESH,28.18,7.94,427.39,3.17,2.57,1965.83,3775.0,7.25
1352.0,GOMTI AT LUCKNOW D/S,UTTAR PRADESH,27.28,7.53,516.64,8.99,4.33,121083.0,105417.0,2.67
1353.0,GOMTI AT JAUNPUR D/S,UTTAR PRADESH,25.34,8.42,260.83,3.48,,13083.3,16416.7,7.51
1072.0,GOMTI AT VARANASI,UTTAR PRADESH,24.98,8.2,285.08,3.93,,20916.7,211083.0,7.79
2491.0,"RAPTI AT RAJGHAT, GORAKHPUR",UTTAR PRADESH,22.83,8.1,421.27,3.29,0.39,201.67,398.67,7.48
1363.0,"RAPTI A/C OF R. HONIN NR. DOMIN- GARH RLY BDG, GORAKHPUR, U.P.",UTTAR PRADESH,22.33,8.13,388.17,2.85,0.27,101.67,251.67,7.63
1354.0,SARYU AT AYODHYA AT MAIN BATHING GHAT,UTTAR PRADESH,19.0,7.64,197.08,2.56,0.68,3825.0,6583.33,8.98
1355.0,GHAGHARA AT DEORIA D/S,UTTAR PRADESH,23.33,8.14,457.64,2.93,0.34,137.5,338.33,7.65
2492.0,"GHAGHRA AT BARHALGANJ, GORAKHPUR",UTTAR PRADESH,22.83,8.12,475.82,3.09,0.39,173.33,378.33,7.63
1076.0,GHAGHARA NEAR CHAPRA,BIHAR,22.75,7.82,319.75,2.54,,825.0,2000.0,8.22
1359.0,RIHAND AT RENUKUT U/S,UTTAR PRADESH,24.44,7.76,225.25,1.47,0.73,1091.67,1916.67,7.15
1360.0,RIHAND AT RENUKUT D/S,UTTAR PRADESH,24.52,7.83,195.42,1.58,0.67,1208.33,2108.33,7.43
1075.0,SONE AT KOELWAR,BIHAR,23.83,7.86,250.67,2.33,,683.33,1475.0,8.04
3121.0,SONE RIVER NEAR BANZARI,BIHAR,24.15,7.86,314.9,2.3,,920.0,1980.0,7.82
3127.0,SONE RIVER AT BAHIYARA,BIHAR,23.46,8.04,260.92,2.38,,616.67,1300.0,8.01
3128.0,SONE RIVER AT NASIRIGANJ DAM,BIHAR,25.43,7.84,303.2,2.3,,930.0,1990.0,7.87
1078.0,"GANDAK AT SONEPUR, PATNA (BEFORE CONFL.)",BIHAR,22.15,7.93,277.5,2.43,,600.0,1600.0,8.37
2568.0,"GANDAK AT REWAGHAT, MUJAFFARPUR",BIHAR,22.92,7.93,254.17,2.38,,675.0,1475.0,8.38
2570.0,GANDAK ATSAMASTIPUR RD BDG,BIHAR,23.9,7.63,334.7,2.43,,920.0,2370.0,8.44
3124.0,GANDAK RIVER U/S ROAD BRIDGE MUZAFFARPUR (NH),BIHAR,24.3,7.73,321.7,2.45,,780.0,1990.0,8.38
3125.0,GANDAK RIVER GOPALGANJ - PIPRAKOTHI ROAD BRIDGE (DUMARIA GHAT),BIHAR,22.83,7.89,264.83,2.38,,950.0,1941.67,8.39
2575.0,"SIKRAHNA AT LAL PARSE, BITTIAH",BIHAR,20.89,7.79,298.56,2.62,,1244.44,2822.22,8.03
1820.0,SIKRANA AT CHANPATIYA,BIHAR,21.9,7.83,329.8,2.59,,1400.0,2940.0,7.82
3134.0,SIKRAHNA RIVER AT LAURIA - HARINAGAR ROAD BRIDGE,BIHAR,22.8,7.57,310.1,2.65,,1080.0,2340.0,7.49
2562.0,"BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR",BIHAR,24.35,7.83,335.3,2.66,,1100.0,3080.0,8.26
2558.0,HARBORA AT NARKATIAGANJ,BIHAR,22.35,7.53,397.6,2.93,,3690.0,11300.0,5.8
3126.0,U/S HARBORA RIVER,BIHAR,21.45,7.8,301.4,2.54,,840.0,1720.0,7.78
2567.0,KAMALA RIVER AT BENIPATTI (MADHUBANI),BIHAR,22.75,7.91,270.0,2.59,,962.5,2112.5,8.06
2569.0,KAMALA RIVER AT DARBHANGA,BIHAR,23.44,7.78,261.44,2.53,,877.78,2300.0,7.77
3133.0,KAMALA RIVER AT JAYNAGAR,BIHAR,22.5,7.92,291.5,2.35,,640.0,1540.0,8.52
2563.0,"MANUSMAR AT RIGA, SITAMARHI",BIHAR,22.66,7.73,351.4,2.81,,2160.0,5730.0,6.59
2565.0,KOSHI AT KURSHELA AT KATIHAR,BIHAR,23.21,7.71,188.0,2.29,,900.0,1854.55,7.24
2566.0,KOSHI RIVER AT MADHEPURA,BIHAR,22.58,7.78,193.92,2.36,,1040.0,2300.0,7.28
3137.0,KOSHI RIVER AT BEERPUR,BIHAR,23.55,7.65,166.55,2.31,,933.33,1955.56,7.14
1821.0,DAHA AT SIWAM,BIHAR,23.36,7.82,364.91,2.53,,1390.91,4063.64,7.68
2560.0,D/S DAHA RIVER AT SASAMUSA,BIHAR,22.83,7.66,386.17,2.7,,3533.33,8608.33,7.56
2561.0,"DAHA RIVER AT ITWA BDG, SIWAN",BIHAR,22.67,7.93,346.42,2.57,,1116.67,2758.33,7.65
3129.0,DAHA RIVER AT MEERGANJ,BIHAR,21.91,7.91,348.83,2.49,,950.0,4041.67,7.68
1823.0,DHOUS AT MADHUBANI,BIHAR,23.6,7.79,333.8,2.78,,2380.0,6880.0,7.65
1824.0,FARMAR AT JOGBANI,BIHAR,23.27,7.72,305.27,2.68,,1740.0,4560.0,7.43
2559.0,RAM REKHA AT HARINAGAR,BIHAR,23.3,7.49,393.6,3.03,,2640.0,7520.0,5.38
3130.0,RAM REKHA AT U/S HARINAGAR,BIHAR,22.3,7.55,279.0,2.46,,810.0,1690.0,7.85
1822.0,SIRSA AT RUXOL,BIHAR,20.78,7.9,442.89,7.16,,7000.0,23111.1,4.46
3132.0,BAGMATI AT MUZAFFARPUR - SITAMARHI ROAD BRIDGE,BIHAR,22.3,7.89,263.6,2.4,,850.0,1970.0,8.35
3135.0,BAGMATI  AT DARBHANGA - SAMASTIPUR ROAD BRIDGE,BIHAR,24.1,7.88,288.4,2.43,,760.0,1780.0,8.28
3131.0,U/S MANUSMAR RIVER (RIGA),BIHAR,22.1,7.89,324.6,2.59,,1011.0,2660.0,7.9
3119.0,PUNPUN NR PUNPUN RAIL BRIDGE,BIHAR,23.3,7.77,305.5,2.22,,1143.0,2420.0,7.61
3120.0,PUNPUN NR KINZER RD BRIDGE,BIHAR,24.35,7.84,290.9,2.15,,865.0,2160.0,7.78
3136.0,SIRSIA D/S RAXAUL (KOERIA TOLA),BIHAR,20.78,7.9,455.44,7.8,,8000.0,24000.0,4.48
1313.0,TAPI AT AJNAND VILLAGE,MAHARASHTRA,36.55,7.57,564.16,5.55,9.33,17.82,53.27,5.73
1251.0,TAPI AT BHUSAWAL US,MAHARASHTRA,35.45,7.54,492.06,4.91,8.2,20.36,59.64,5.82
1314.0,TAPI AT UPHAD VILLAGE,MAHARASHTRA,23.3,7.61,444.68,5.3,7.12,22.2,63.6,5.56
9.0,TAPI AT NEPANAGAR,MADHYA PRADESH,25.33,7.93,493.0,1.03,0.58,1.0,630.0,7.47
10.0,TAPI AT BURHANPUR,MADHYA PRADESH,26.17,7.9,719.0,2.97,1.35,1.67,770.0,7.13
1250.0,TAPI AT HATHNUR,MADHYA PRADESH,25.0,7.65,657.0,1.4,0.95,2.0,250.0,7.2
2115.0,RIVER TAPTI AT NEPA NAGAR 100 METRE D/S  AFTER MIXING PANDHAR NALLA,MADHYA PRADESH,22.5,7.9,557.0,1.95,0.76,1.0,290.0,6.95
1253.0,GIRNA AT MALEGAON (MANMAD),MAHARASHTRA,27.0,7.6,241.15,6.0,4.85,17.0,65.0,4.8
1252.0,GIRNA AT JALGAON,MAHARASHTRA,34.15,7.46,979.84,4.15,8.01,18.9,55.3,5.84
1907.0,RANGAVALI D/S OF NAVAPUR,MAHARASHTRA,23.11,7.81,585.07,5.05,4.86,18.56,55.22,5.78
2127.0,"DENWA NEAR SARNI, RD BDG",MADHYA PRADESH,25.5,8.05,470.83,3.68,1.43,3.0,491.91,7.74
2155.0,"PURNA RIVER A/C OF MORNA, NANDURA VILLAGE",MAHARASHTRA,21.0,8.0,704.0,11.0,2.0,230.0,504.0,5.0
2652.0,"AMRAVATI RIVER D/S OF DONDAICHA, DHULE",MAHARASHTRA,22.5,7.82,511.8,5.81,5.8,20.13,63.0,5.24
2658.0,"BORI D/S OF AMALNER, JALGAON",MAHARASHTRA,34.88,7.78,811.0,3.55,4.57,20.75,60.0,6.38
2659.0,"BURAI RIVER BEFORE CONFLUECE TO TAPI RIVER, MUKUDAS, DHULE",MAHARASHTRA,21.6,7.58,259.17,4.92,4.01,17.6,60.0,5.45
2666.0,"GOMAI RIVER, D/S. OF SHAHADA, DHULE.",MAHARASHTRA,22.42,7.68,255.61,5.71,5.11,16.83,58.67,5.04
2667.0,"HIWARA RIVER, D/S OF PACHORA., JALGAON",MAHARASHTRA,33.47,7.66,816.0,3.83,0.78,15.67,44.33,6.03
2674.0,"MOR RIVER, NEAR PADALSHE VILLAGE, JALGAON.",MAHARASHTRA,33.53,8.02,801.0,3.5,0.11,16.67,44.33,6.4
2675.0,MORNA RIVER AT D/S OF RAILWAY BRIDGE AT AKOLA.,MAHARASHTRA,22.0,8.21,855.8,17.56,6.76,222.0,600.0,3.84
2684.0,"PANZARA RIVER, NEAR PANZARAKAN SSK LTD., DHULE.",MAHARASHTRA,22.43,7.9,537.17,4.43,4.98,30.33,105.0,5.79
2695.0,"PEDHI RIVER NEAR ROAD BRIDGE AT DADHI-PEDHI VILLAGE, BHATKULI, AMRAVATI",MAHARASHTRA,22.08,8.34,1387.17,9.42,5.55,171.67,379.17,4.52
2710.0,"TITUR RIVER, D/S OF CHALISGAON, JALGOAN.",MAHARASHTRA,33.67,8.1,3123.67,3.83,10.0,25.0,58.0,6.37
2718.0,"WAGHUR RIVER, AT- SAKEGAON BEFORE, CONFLUENCE WITH TAPI RIVER, JALGAON.",MAHARASHTRA,34.13,8.09,907.33,3.67,0.82,17.33,45.67,6.33
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
1510.0,"TONS RIVER, H.P",HIMACHAL PRADESH,12.13,7.33,69.89,0.34,0.91,43.33,28.14,9.11
2620.0,ASHWANI AT U/S YASHWANT NAGAR,HIMACHAL PRADESH,20.72,8.47,322.47,0.66,1.93,14.11,39.0,8.93
2626.0,BATTA AT U/S PAONTA,HIMACHAL PRADESH,20.27,7.59,294.08,1.28,0.34,7.5,16.85,7.71
2627.0,BATTA B/C TO YAMUNA,HIMACHAL PRADESH,20.81,7.47,302.08,1.26,0.35,7.67,17.62,7.52
2621.0,GIRI AT D/S YASHWANT NAGAR,HIMACHAL PRADESH,20.3,7.98,204.27,0.54,1.19,10.0,25.44,9.05
2622.0,GIRI AT U/S CCI MINES,HIMACHAL PRADESH,19.27,6.92,423.31,1.25,0.35,6.17,14.77,7.52
2623.0,GIRI D/S SATAUN,HIMACHAL PRADESH,18.42,7.47,487.62,1.31,0.35,6.55,14.67,7.46
2617.0,PABBAR AT U/S DHAMBARI,HIMACHAL PRADESH,10.44,7.27,71.0,0.22,0.63,2.0,7.43,9.59
2618.0,PABBAR AT U/S ROHRU,HIMACHAL PRADESH,12.06,7.27,67.78,0.32,0.7,18.86,21.14,9.1
2619.0,PABBAR AT D/S SWARAKUDDU,HIMACHAL PRADESH,11.81,7.48,76.52,0.33,0.72,20.67,17.07,9.13
1477.0,KALINADI AT U/S OF MUZAFFAR NAGAR,UTTAR PRADESH,,,,,,,920000.0,
1478.0,KALINADI AT D/S OF MUZAFFAR NAGAR,UTTAR PRADESH,,,,,,,5400000.0,
2496.0,"HINDON AT SARDHANA BUDHANA ROAD, VILLAGE BAPARSI, MEERUT",UTTAR PRADESH,22.42,7.28,769.75,51.5,8.06,172083.0,269167.0,
1358.0,HINDON AT GHAZIABAD D/S,UTTAR PRADESH,21.75,7.3,1163.5,45.58,1.01,143167.0,212500.0,
1357.0,HINDON AT SAHARANPUR D/S,UTTAR PRADESH,15.64,7.4,506.27,18.91,,2736.36,1654.55,2.5
1143.0,TONS AT CHAKGHAT,MADHYA PRADESH,24.49,7.56,1.24,2.56,2.23,27.29,225.56,6.74
2107.0,"BETWA U/S, BEENA",MADHYA PRADESH,27.83,7.81,363.97,1.11,0.36,,13.91,7.37
2108.0,"BETWA D/S, BEENA",MADHYA PRADESH,27.55,8.01,353.21,1.18,0.35,,15.78,7.26
2119.0,"BETWA AT NAYAPUR D/S MANDIDEEP INDL. AREA NO.1, DIST.RAISEN",MADHYA PRADESH,27.43,7.08,2802.0,22.9,2.93,12.14,920.0,6.25
2121.0,"BETWA NEAR ROAD BRIDGE, BHOJPUR",MADHYA PRADESH,24.0,7.69,1017.11,3.08,2.39,2.5,340.4,8.36
2122.0,BETWA NEAR W/S INTAKE WELL POINT RAISEN,MADHYA PRADESH,22.67,7.67,418.11,1.43,1.73,1.0,407.13,6.78
1614.0,"BETWA NEAR INTAKE POINT, VIDISHA",MADHYA PRADESH,25.63,7.89,400.67,1.88,1.76,4.13,294.5,7.78
2124.0,"BETWA AT CHARANTIRGHAT, VIDISHA",MADHYA PRADESH,25.63,7.83,565.25,2.37,1.86,12.0,483.33,6.98
2125.0,BETWA D/S AFTER MIXING OF RIVER BAIS AT VIDISHA,MADHYA PRADESH,25.63,7.77,484.04,3.04,1.98,18.83,498.0,7.01
1735.0,BETWA AT GOVIND SAGAR,UTTAR PRADESH,25.63,8.59,229.5,2.2,,2350.0,14750.0,6.52
1356.0,BETWA BEFORE CONF. YAMUNA AT HAMIRPUR,UTTAR PRADESH,26.82,8.24,378.58,2.56,,4575.0,18250.0,6.44
2120.0,"RIVER KALIASOT NEAR ROAD BRIDGE, MANDIDEEP",MADHYA PRADESH,25.0,7.56,803.82,2.31,2.48,4.8,274.3,7.58
1613.0,"KOLAR DAM WATER SUPPLY INTAKE WELL, DISTT. SEHORE",MADHYA PRADESH,26.0,7.85,311.83,2.79,1.2,0.67,65.33,6.92
1365.0,CHAMBAL AT NAGDA U/S (WATER INTAKE POINT),MADHYA PRADESH,27.55,7.47,538.0,2.36,1.09,,,6.65
1366.0,CHAMBAL AT NAGDA D/S,MADHYA PRADESH,28.41,7.8,5472.27,23.34,3.05,,,6.45
2955.0,"CHAMBAL ENTERING IN RAJASTHAN AT GANDHI SAGAR DAM, KOTA",RAJASTHAN,25.67,7.76,435.0,1.28,0.38,3.42,7.92,5.95
1418.0,"CHAMBAL AT GANDHI SAGAR DAM, RAMPURA",MADHYA PRADESH,26.1,7.65,520.1,2.04,0.93,,,7.18
1288.0,CHAMBAL AT KOTA U/S (INTAKE PT. NEAR BARRAGE),RAJASTHAN,27.88,7.71,391.67,1.07,0.45,3.42,8.58,6.18
1289.0,CHAMBAL AT KOTA D/S (2 KM. FROM CITY),RAJASTHAN,25.98,7.99,595.0,2.26,0.42,7.75,125.42,5.22
1413.0,CHAMBAL AT RAMESHWARGHAT NR. SAWAIMADHOPUR,RAJASTHAN,23.25,7.47,589.17,1.68,0.36,4.33,14.08,5.86
1609.0,CHAMBAL AT DHOLPUR,MADHYA PRADESH,23.8,7.68,688.0,2.31,0.39,,,8.25
1376.0,CHAMBAL AT ETAWAH BEFORE CONFL. TO R. YAMUNA,"CPCB, DELHI",,,,,,4500.0,55266.7,
1432.0,PARVATI NEAR VILLAGE BATAODAPAR,MADHYA PRADESH,24.0,7.39,577.5,1.8,0.5,,,8.15
2126.0,"PARVATI A/C OF VINDHYACHAL NALLA, PILUKHEDI",MADHYA PRADESH,25.09,7.51,0.75,3.21,2.1,32.88,298.89,6.7
2954.0,"PARVATI BEFORE MEETING RIVER CHAMBAL AT KHATOLI, KOTA",RAJASTHAN,25.47,7.98,534.17,2.62,0.95,4.25,11.25,5.18
1607.0,"GOHAD DAM, GOHAD, M.P",MADHYA PRADESH,21.67,7.72,756.67,2.28,0.39,,,7.58
1367.0,KHAN AT KABIT KHEDI (NEAR INDORE),MADHYA PRADESH,23.0,7.2,1601.5,50.0,10.74,246.5,1600.0,2.95
1369.0,KSHIPRA AT RAMGHAT AT UJJAIN,MADHYA PRADESH,26.5,8.02,1005.8,11.11,2.28,,,7.12
1370.0,KSHIPRA AT TRIVENISANGAM (1 KM. D/S OF SANGAM),MADHYA PRADESH,26.5,7.86,1090.45,11.89,2.03,,,6.61
1468.0,KSHIPRA AT SIDDHAWAT (D/S) OF UJJAIN.,MADHYA PRADESH,26.35,7.89,1142.6,10.8,1.84,,,9.61
2953.0,"KALI SINDH AT ANICUT OF M/S CFCL GADEPAN, KOTA",RAJASTHAN,24.54,7.75,514.17,3.41,0.66,4.08,16.33,5.11
2956.0,"KALI SINDH AT BAROD ROAD BRIDGE, KOTA",RAJASTHAN,24.76,7.89,572.5,2.12,1.12,4.25,12.33,5.42
1608.0,SINDH AT DABRA,MADHYA PRADESH,23.67,7.7,766.67,2.25,0.41,,,8.1
2117.0,"BICHIA, BDG GOVINDGARH ROAD",MADHYA PRADESH,24.94,7.33,0.75,3.93,3.0,51.67,665.0,6.29
1433.0,SANKH AT TIGRA RESERVOIR,MADHYA PRADESH,25.0,7.47,490.0,1.97,0.15,,,8.23
3311.0,"JAMUNI AT BARIYAGHAT U/S NEAR INTAKE POINT, TIKAMGARH",MADHYA PRADESH,29.9,7.76,363.15,0.99,0.27,,17.3,7.17
3327.0,"SONE AT AMLAI, 100 METRE D/S AFTER MIXING OF ATPS EFFLUENT, REWA",MADHYA PRADESH,22.0,7.17,328.0,1.8,1.14,,,5.3
2950.0,"BANAS AT DHANARI DAM, NEAR SWAROOPGANJ, SIROHI",RAJASTHAN,21.83,7.81,537.5,2.57,0.54,5.08,15.92,5.45
2951.0,"BANAS AT BISULPUR DAM, TONK",RAJASTHAN,20.17,8.0,397.5,1.53,0.48,3.83,10.92,5.9
2952.0,"BANAS AT NEAR NEWTA DAM, JAIPUR",RAJASTHAN,24.92,7.9,1630.83,17.22,1.13,7.92,47.67,2.71
2945.0,"CHHAPI AT UPSTREAM OF CHHAPI DAM, JHALAWAR",RAJASTHAN,26.93,7.98,444.17,1.86,1.59,4.08,15.08,5.71
2946.0,"UJAD AT UPSTREAM OF BHIM SAGAR DAM, JHALAWAR",RAJASTHAN,27.07,8.13,375.0,1.72,0.66,4.0,12.92,5.16
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2267.0,"CREEKS AND SEA WATER - CREEK AT DANDO MOLLO,VELSAO, MAMUGAO",GOA,29.5,7.4,276.0,2.9,2.4,7317.0,11692.0,7.3
2081.0,CREEKS AND SEA WATER - AMLAKHADI CREEK AT PUNGAM.,GUJARAT,,,,,,,,
1316.0,"CREEKS AND SEA WATER - BASSEIN CREEK AT BASSIN IN THANE DT., MAHARASHTRA",MAHARASHTRA,21.9,7.7,28914.0,16.3,2.2,273.0,498.0,5.3
1318.0,"CREEKS AND SEA WATER - MAHIM CREEK AT MAHIM BAY, MAHARASHTRA",MAHARASHTRA,27.8,7.6,35454.0,20.3,3.1,377.0,745.0,4.2
1317.0,"CREEKS AND SEA WATER - THANE CREEK AT ELEPHANTA ISLAND, MAHARASHTRA",MAHARASHTRA,28.0,7.8,45104.0,9.3,2.0,401.0,720.0,5.5
2793.0,"CREEKS AND SEA WATER - THANE CREEK AT KALWA ROAD BRIDGE, KALWA, THANE",MAHARASHTRA,29.9,7.4,16565.0,16.1,3.0,232.0,422.0,4.7
2791.0,"CREEKS AND SEA WATER - ULHAS CREEK AT RETI BUNDER, D/S OF KALYAN- BHIWANDI BRIDGE",MAHARASHTRA,30.3,7.4,3990.0,14.8,1.4,82.0,219.0,4.8
2792.0,"CREEKS AND SEA WATER - ULAHS CREEK AT MUMBRA RETI BUNDER, VILLAGE MUMBRA, THANE",MAHARASHTRA,30.2,7.5,19945.0,12.9,2.8,252.0,434.0,5.2
2794.0,"CREEKS AND SEA WATER - ULHAS CREEK AT KOSHLET RETI BUNDER, KOLSHET, THANE",MAHARASHTRA,29.7,7.5,19634.0,12.8,3.0,232.0,424.0,4.8
2795.0,"CREEKS AND SEA WATER - ULHAS CREEK AT GAIMUKH AT NAGLA BUNDER ON GHOD BUNDER ROAD, NAGLA, THANE",MAHARASHTRA,29.9,7.6,24743.0,14.7,3.3,156.0,305.0,5.1
2796.0,"CREEKS AND SEA WATER - ULHAS CREEK AT VERSOVA BRIDGE, VERSOVA, VASAI, THANE",MAHARASHTRA,22.4,7.7,27994.0,8.3,2.4,224.0,421.0,5.8
2184.0,CREEKS AND SEA WATER - VASHI CREEK AT AIROLI BRIDGE.,MAHARASHTRA,24.9,7.6,30829.0,19.1,2.3,293.0,531.0,5.0
2185.0,CREEKS AND SEA WATER - VASHI CREEK AT VASHII BRIDGE.,MAHARASHTRA,24.7,7.7,31390.0,18.1,2.4,267.0,500.0,5.2
2797.0,"CREEKS AND SEA WATER - BHAYANDER CREEK AT D/S OF RAILWAY BRIDGE, JASAL PARK CHOUPATHY, NAVGHAR, BHAYANDER, THANE",MAHARASHTRA,21.9,7.7,30669.0,8.8,2.4,298.0,541.0,5.2
